-85.48127,32.60832
-85.48078,32.60986
-86.77408,33.52456
-86.78923,33.36424
-86.79376,33.51456
-86.00552,34.01565
-86.81189,33.50713
-86.81151,33.52028
-86.8471,33.4131
-85.3948,31.1487
-86.54496,34.62129
-86.59413,34.69475
-86.58474,34.73089
-86.59201,34.69238
-86.6037,34.72253
-85.75109,33.82457
-86.74858,34.69381
-88.0434,30.69135
-86.26013,32.41409
-85.00077,32.47098
-149.89625,61.21757
-149.87792,61.14885
-149.8996,61.21658
-149.89645,61.21955
-149.84434,61.14727
-149.84345,61.22247
-149.89587,61.21954
-147.75974,64.84863
-147.62716,64.95457
-135.46116,59.23208
-149.14053,64.01029
-151.50851,59.63913
-134.48917,58.35695
-151.31098,60.66379
-131.81759,55.47237
-152.41017,57.78752
-149.10588,61.58173
-135.30787,57.04999
-135.35081,57.06696
-135.30723,59.45947
-151.04635,60.49212
-151.06939,60.49352
-150.11598,62.32524
-149.43941,61.58136
-111.56396,33.40729
-109.91352,31.44284
-112.52841,33.43036
-111.9452,33.83186
-111.90042,33.30556
-111.84551,33.30459
-111.65141,35.19618
-111.64896,35.19743
-111.64871,35.1968
-111.58626,35.2187
-111.65212,35.19692
-111.74378,33.2976
-111.74353,33.30686
-112.22952,33.64028
-112.20164,33.66726
-112.22331,33.63831
-114.25912,34.45814
-114.34572,34.50764
-114.34301,34.46949
-111.83591,33.4153
-111.87395,33.58246
-112.06647,33.56806
-111.97729,33.6775
-111.97604,33.31793
-112.01698,33.44821
-112.26699,33.55158
-112.11326,33.45249
-112.06866,33.50954
-112.47056,34.5419
-111.89098,33.62861
-111.89167,33.64
-111.92605,33.46566
-111.85495,33.72671
-111.85495,33.72671
-111.89164,33.62545
-111.76181,34.86112
-111.79608,34.86618
-109.28771,34.13492
-111.93495,33.42544
-111.91593,33.41944
-111.93998,33.42862
-111.90418,33.42303
-110.07302,31.71399
-110.94665,32.2358
-110.95924,32.21469
-110.97811,32.28412
-110.97046,32.22594
-111.00583,32.24929
-110.9585,32.23184
-110.97674,32.28343
-110.91123,32.18529
-111.01281,32.34057
-110.79569,32.25694
-112.18873,35.2504
-94.15792,36.0632
-94.16507,36.08809
-94.16459,36.06642
-94.11716,36.09626
-94.16034,36.06162
-92.26551,34.74744
-94.05664,36.27632
-94.0511,36.24688
-92.28385,34.74768
-92.31854,34.73102
-94.11716,36.09626
-92.2813,34.74351
-94.133478,36.20629
-117.40982,34.55929
-118.7629,34.14347
-118.77862,34.14562
-118.12798,34.09442
-117.7235,33.57469
-116.76319,32.83545
-117.87734,33.806
-117.91251,33.83263
-117.88298,33.80839
-122.39333,40.4409
-121.78529,37.96776
-117.24347,34.46904
-124.08821,40.85505
-120.369,38.20699
-120.58656,35.08061
-120.66764,35.48776
-121.07825,38.89556
-119.07679,35.3166
-119.1098,35.27781
-122.26628,37.5205
-122.26699,37.52088
-122.26582,37.52164
-122.25886,37.86346
-122.26788,37.86978
-122.30028,37.87959
-122.26852,37.87338
-122.30294,37.87697
-122.34631,37.58024
-116.92364,34.23895
-120.60855,39.77863
-123.9942,40.87873
-123.35685,39.00001
-123.35685,39.00001
-122.12157,37.12357
-117.8891,33.91383
-117.90023,33.91658
-122.4019,37.6863
-120.2023,34.61066
-118.31703,34.17353
-118.30824,34.18055
-122.57977,38.57688
-119.04664,34.21796
-120.67198,38.74879
-120.67993,38.7538
-121.94624,37.28689
-117.27489,33.14158
-117.31346,33.12407
-117.27362,33.13873
-117.34791,33.16003
-121.8395,36.4478
-119.52102,34.39591
-118.61706,34.49952
-120.89134,35.43921
-118.02906,33.87667
-118.59329,34.24644
-121.84823,39.72462
-121.81545,39.72368
-117.69342,33.99586
-117.08317,32.60084
-116.955,32.65244
-117.70185,34.10897
-123.01033,38.78165
-123.01665,38.80539
-120.96461,39.10065
-122.03075,38.01431
-122.02823,37.95128
-122.02854,37.95161
-117.6158,33.8864
-117.56524,33.88326
-117.56756,33.87554
-117.50789,33.81416
-117.17299,32.69778
-117.87418,33.67412
-124.20025,41.74904
-121.72408,38.54699
-118.13637,33.94484
-122.2718,41.21196
-117.15418,34.1137
-122.13667,37.45845
-116.96279,32.79551
-122.29473,37.90041
-122.30315,37.90185
-118.01242,34.06161
-118.41557,33.91769
-121.39735,38.42066
-122.28574,37.83157
-118.50126,34.16315
-117.08031,33.12223
-117.05602,33.13378
-117.12027,33.11565
-117.08737,33.11872
-122.8858,41.45687
-124.16495,40.80293
-122.5855,37.98667
-122.08433,38.23772
-122.05934,38.25813
-121.16329,38.68159
-121.17839,38.68357
-117.66439,33.68002
-123.80588,39.44607
-116.71063,35.2629
-124.15233,40.57886
-117.95481,33.6892
-121.95559,37.50293
-121.98797,37.54393
-119.86182,36.78548
-119.79081,36.72672
-119.80228,36.75767
-119.76261,36.87113
-119.78829,36.73106
-117.93304,33.8678
-122.7743,38.4917
-123.7956,40.10394
-121.56594,37.0011
-122.47317,38.35696
-119.87345,34.42805
-122.98762,38.50864
-122.48543,37.50378
-119.6457,36.32681
-122.08129,37.6739
-122.06892,37.68304
-122.0827,37.6707
-122.87075,38.61105
-122.86325,38.63915
-118.39529,33.85849
-118.39929,33.8633
-117.39678,34.41578
-123.11578,38.96866
-117.98864,33.72977
-118.00164,33.72286
-118.0015,33.67747
-124.08706,40.54536
-117.87222,35.66746
-117.78726,33.70503
-117.85165,33.68473
-117.84018,33.64955
-117.93473,34.12174
-116.32403,34.11212
-116.60363,33.07918
-122.78623,38.99894
-118.41853,35.75693
-117.27367,32.84683
-117.2739,32.84079
-117.2339,32.87135
-117.64562,33.5643
-117.7835,33.54214
-117.78349,33.54326
-117.71037,33.61278
-117.33987,33.68682
-118.14562,34.66031
-118.14323,34.69776
-122.51002,37.94816
-119.89105,36.26323
-121.29204,38.89156
-121.27391,38.1326
-118.14794,33.7596
-118.1911,33.77048
-118.19239,33.76711
-121.19045,38.83194
-122.12661,37.39343
-118.2381,34.0629
-118.23762,34.04624
-118.25603,34.05345
-118.24327,34.11486
-118.43066,34.04259
-118.27496,34.15115
-118.21853,34.07859
-118.2302,34.02088
-118.24106,34.01555
-118.23909,34.0492
-118.25615,34.05152
-121.98264,37.22524
-120.10107,37.00141
-121.57765,39.84084
-119.00044,37.63103
-121.21625,37.79743
-121.80356,36.68006
-119.96468,37.48482
-119.9491,37.46293
-122.13766,38.01766
-122.09302,37.95829
-124.1008,40.92696
-120.48367,37.30275
-120.35514,37.29586
-122.61554,38.75209
-122.54954,37.90537
-117.67495,33.61969
-120.98254,37.63798
-121.00413,37.64146
-120.70591,38.30118
-121.90105,36.6156
-121.89463,36.6024
-118.87183,34.28259
-117.27037,33.91306
-117.25985,33.91726
-121.6546,37.13033
-122.08073,37.39451
-120.45408,38.13581
-117.17293,33.53427
-122.28495,38.29856
-122.25697,38.22545
-121.02153,39.25008
-121.02533,39.25284
-121.01754,39.26326
-118.97626,34.15758
-117.90778,33.62916
-117.92997,33.61431
-117.86414,33.66741
-120.43566,34.99621
-122.53824,38.07484
-122.54008,38.06527
-122.55659,38.09434
-122.54288,38.07409
-122.25636,37.80914
